0.00199724	0.000105039
0.00398047	0.000363462
0.00590377	0.000912045
0.00777306	0.0016232
0.0096362	0.00235032
0.0114092	0.0032758
0.013048	0.00442223
0.0146165	0.00566309
0.0160511	0.00705661
0.0173338	0.00859112
0.0185082	0.01021
0.0195299	0.0119294
0.0204154	0.0137227
0.0212837	0.0155243
0.0219604	0.0174064
0.0223844	0.0193609
0.0227626	0.0213248
0.0229162	0.0233189
0.0229149	0.0253189
0.0228098	0.0273161
0.0224124	0.0292763
0.0218989	0.0312092
0.0212331	0.0330952
0.0205326	0.0349685
0.0197928	0.0368266
0.0190129	0.0386683
0.018083	0.040439
0.0171336	0.0421993
0.0160354	0.0438707
0.0147165	0.0453743
0.0134198	0.046897
0.0121906	0.0484746
0.011071	0.0501319
0.0101367	0.0519002
0.00926751	0.0537015
0.00842008	0.0555131
0.00773214	0.057391
0.00732568	0.0593493
0.00717188	0.0613434
0.0072639	0.0633413
0.00740164	0.0653365
0.00775513	0.067305
0.00828691	0.069233
0.00896308	0.0711153
0.00977634	0.0729425
0.0107327	0.074699
0.0119079	0.0763173
0.013168	0.0778704
0.0146363	0.0792284
0.0162648	0.0803894
0.0180072	0.0813712
0.0197946	0.0822685
0.0216764	0.0829459
0.0236294	0.083377
0.0256004	0.0837164
0.0275977	0.0838205
0.0295974	0.0838559
0.0315952	0.0837632
0.0335607	0.0833932
0.035498	0.0828964
0.0374146	0.0823247
0.0393079	0.0816801
0.0412515	0.0812088
0.0432209	0.0808601
0.0452158	0.0807172
0.0472137	0.0808075
0.0491787	0.0811799
0.0510736	0.0818199
0.0528648	0.0827097
0.0545073	0.0838508
0.05613	0.0850199
0.0577082	0.0862485
0.0591602	0.0876239
0.0604745	0.0891314
0.0617301	0.0906881
0.0628927	0.0923155
0.0639033	0.0940414
0.0648617	0.0957968
0.0656655	0.0976282
0.0663559	0.0995052
0.0667862	0.101458
0.0669986	0.103447
0.067101	0.105444
0.0670719	0.107444
0.0669507	0.109441
0.0667701	0.111432
0.0665746	0.113423
0.0661737	0.115382
0.065682	0.117321
0.0650442	0.119216
0.0645862	0.121163
0.0642115	0.123128
0.0640921	0.125124
0.0641474	0.127124
0.064373	0.129111
0.0646675	0.131089
0.065224	0.13301
0.0660343	0.134838
0.0670101	0.136584
0.0681093	0.138255
0.0693241	0.139844
0.0706969	0.141298
0.0721485	0.142674
0.0735407	0.14411
0.074788	0.145674
0.0759544	0.147298
0.0770566	0.148967
0.0779568	0.150753
0.0786287	0.152637
0.0792701	0.154531
0.0796879	0.156487
0.0800636	0.158451
0.0801673	0.160449
0.0800366	0.162444
0.0800449	0.164444
0.0800838	0.166444
0.0798905	0.168435
0.0796106	0.170415
0.0795308	0.172413
0.0793897	0.174408
0.0791144	0.176389
0.0785631	0.178312
0.0778845	0.180193
0.0770232	0.181998
0.0759829	0.183706
0.074857	0.185359
0.0735755	0.186895
0.0722682	0.188409
0.0709522	0.189914
0.0695079	0.191298
0.0679322	0.19253
0.0663254	0.193721
0.0646532	0.194818
0.0628509	0.195685
0.0609628	0.196344
0.0590688	0.196987
0.0571121	0.197401
0.0551538	0.197807
0.053175	0.198097
0.0511876	0.198322
0.0491876	0.198307
0.047188	0.198269
0.0452079	0.197987
0.0432376	0.197644
0.0412693	0.197289
0.0393429	0.196752
0.037363	0.196469
0.0354267	0.195968
0.0335001	0.195431
0.0316487	0.194675
0.0298594	0.193781
0.0281017	0.192827
0.0262348	0.192109
0.0243143	0.191551
0.0224045	0.190958
0.0205586	0.190188
0.0188009	0.189233
0.0171597	0.18809
0.0156876	0.186737
0.0144272	0.185184
0.0132291	0.183582
0.0121867	0.181875
0.0112569	0.180105
0.0104453	0.178277
0.00973864	0.176406
0.00905347	0.174527
0.00859276	0.172581
0.00820537	0.170618
0.00808269	0.168622
0.0080109	0.166624
0.00804039	0.164624
0.00815746	0.162627
0.0085132	0.160659
0.00865509	0.158664
0.00866065	0.156664
0.00843282	0.154677
0.00805711	0.152713
0.00762838	0.150759
0.00709517	0.148832
0.00633001	0.146984
0.0053147	0.145261
0.0042807	0.143549
0.00317539	0.141882
0.00202109	0.140249
0.000646932	0.138795
-0.000829085	0.137446
-0.00236243	0.136162
-0.00394652	0.134941
-0.00561505	0.133838
-0.00740054	0.132937
-0.00927968	0.132252
-0.0111827	0.131637
-0.0129907	0.130782
-0.0147899	0.129908
-0.0165707	0.128998
-0.0182366	0.127892
-0.0197447	0.126578
-0.0211301	0.125135
-0.0224249	0.123611
-0.0237076	0.122077
-0.0247732	0.120384
-0.0257004	0.118612
-0.0264447	0.116756
-0.0270174	0.114839
-0.0273612	0.112869
-0.0275829	0.110882
-0.0275463	0.108882
-0.0273405	0.106892
-0.0269395	0.104933
-0.0263479	0.103023
-0.0255805	0.101176
-0.0245913	0.0994374
-0.023717	0.0976386
-0.0229504	0.0957914
-0.0222258	0.0939273
-0.0215234	0.0920547
-0.0207594	0.0902064
-0.0199657	0.0883706
-0.0190424	0.0865965
-0.0179322	0.0849329
-0.0167339	0.0833317
-0.0154812	0.0817725
-0.0141886	0.0802463
-0.0126998	0.0789109
-0.0112678	0.0775147
-0.00989161	0.0760635
-0.00872834	0.0744366
-0.00772723	0.0727052
-0.00697236	0.0708531
-0.00636622	0.0689472
-0.00604306	0.0669734
-0.0057791	0.0649909
-0.00579077	0.062991
-0.00584693	0.0609918
-0.00616796	0.0590177
-0.0067236	0.0570964
-0.00737849	0.0552067
-0.00812457	0.0533511
-0.00903658	0.0515711
-0.0101562	0.0499139
-0.0112876	0.0482647
-0.0125471	0.0467111
-0.0138644	0.0452061
-0.0152446	0.0437587
-0.0167329	0.0424227
-0.0180678	0.0409333
-0.019249	0.0393194
-0.020339	0.0376426
-0.0213321	0.0359065
-0.0222965	0.0341544
-0.0232258	0.0323834
-0.0241168	0.0305929
-0.0249436	0.0287718
-0.0255884	0.0268786
-0.0261373	0.0249554
-0.0265469	0.0229977
-0.0269209	0.021033
-0.0270491	0.0190371
-0.0269283	0.0170408
-0.0266195	0.0150648
-0.0262411	0.0131009
-0.0256426	0.0111926
-0.0249799	0.00930553
-0.0240555	0.00753203
-0.0231944	0.00572689
-0.0224258	0.00388044
-0.021764	0.00199312
-0.021261	5.74146e-05
-0.0209778	-0.00192244
-0.0208156	-0.00391585
-0.0208544	-0.00591548
-0.0209733	-0.00791194
-0.0211964	-0.00989946
-0.02159	-0.0118603
-0.0221991	-0.0137653
-0.0225893	-0.0157269
-0.0227625	-0.0177194
-0.0226869	-0.019718
-0.022384	-0.0216949
-0.0220527	-0.0236672
-0.0216419	-0.0256246
-0.0211002	-0.0275498
-0.0203867	-0.0294182
-0.0194771	-0.0311995
-0.0183853	-0.0328752
-0.0171984	-0.0344848
-0.0157934	-0.0359083
-0.0141959	-0.0371115
-0.0125713	-0.038278
-0.0108378	-0.0392755
-0.00899549	-0.040054
-0.0071209	-0.040751
-0.00522569	-0.0413899
-0.00325944	-0.0417558
-0.0012776	-0.0420247
0.00070823	-0.0422623
0.00270196	-0.0424206
0.00470129	-0.0423687
0.00669243	-0.0421807
0.00866057	-0.0418251
0.0105629	-0.0412077
0.0124265	-0.0404818
0.0142388	-0.039636
